county,date,product,marketshare,sales,population
Deschutes,11/1/2016,Edible/Tincture,7.44,13884.55,203390
Deschutes,11/1/2016,Other,4.99,10104.31,203390
Deschutes,11/1/2016,Usable MJ,75.94,158114.26,203390
Deschutes,11/1/2017,Concentrate/Extract,30.89,616108.59,203390
Deschutes,11/1/2017,Edible/Tincture,11.03,233917.1,203390
Deschutes,11/1/2017,Other,2.12,41949.8,203390
Deschutes,11/1/2017,Usable MJ,55.96,1206140.06,203390
Deschutes,11/1/2018,Concentrate/Extract,27.79,707845.66,203390
Deschutes,11/1/2018,Edible/Tincture,12.95,359342.97,203390
Deschutes,11/1/2018,Industrial Hemp Commodity/Product,1.83,52847.41,203390
Deschutes,11/1/2018,Other,11.46,321147.98,203390
Deschutes,11/1/2018,Usable MJ,45.97,1283367.35,203390
Deschutes,11/1/2019,Concentrate/Extract,28.5,874757.78,203390
Deschutes,11/1/2019,Edible/Tincture,12.9,414291.77,203390
Deschutes,11/1/2019,Industrial Hemp Commodity/Product,1.59,52548.97,203390
Deschutes,11/1/2019,Other,3.83,122862.4,203390
Deschutes,11/1/2019,Usable MJ,53.18,1420960.54,203390
Deschutes,11/1/2020,Concentrate/Extract,27.28,1096817.51,203390
Deschutes,11/1/2020,Edible/Tincture,13.43,543905.53,203390
Deschutes,11/1/2020,Industrial Hemp,0.02,870.04,203390
Deschutes,11/1/2020,Industrial Hemp Commodity/Product,1.24,51752.07,203390
Deschutes,11/1/2020,Other,7.04,290283.6,203390
Deschutes,11/1/2020,Usable MJ,50.99,1682899.29,203390
Deschutes,11/1/2021,Concentrate/Extract,25.96,1049389.45,203390
Deschutes,11/1/2021,Edible/Tincture,15.03,612671.82,203390
Deschutes,11/1/2021,Industrial Hemp,0.01,334.2,203390
Deschutes,11/1/2021,Industrial Hemp Commodity/Product,1.03,43012.61,203390
Deschutes,11/1/2021,Inhalable Product with Non-Cannabis Additives,4.09,173410.55,203390
Deschutes,11/1/2021,Other,5.68,237342.97,203390
Deschutes,11/1/2021,Usable MJ,48.21,1566508.43,203390
Deschutes,1/1/2017,Concentrate/Extract,23.59,302619.91,203390
Deschutes,1/1/2017,Edible/Tincture,8.88,111340.63,203390
Deschutes,1/1/2017,Other,2.55,36005.79,203390
Deschutes,1/1/2017,Usable MJ,64.97,944460,203390
Deschutes,1/1/2018,Concentrate/Extract,32.2,676994.96,203390
Deschutes,1/1/2018,Edible/Tincture,11.02,242839.24,203390
Deschutes,1/1/2018,Other,1.88,40480.89,203390
Deschutes,1/1/2018,Usable MJ,54.9,1220933.6,203390
Deschutes,1/1/2019,Concentrate/Extract,27.71,703275.96,203390
Deschutes,1/1/2019,Edible/Tincture,12.16,340196.24,203390
Deschutes,1/1/2019,Industrial Hemp Commodity/Product,1.75,51148.13,203390
Deschutes,1/1/2019,Other,11.97,336342,203390
Deschutes,1/1/2019,Usable MJ,46.41,1292116.62,203390
Deschutes,1/1/2020,Concentrate/Extract,28.41,902990.97,203390
Deschutes,1/1/2020,Edible/Tincture,12.55,406339.39,203390
Deschutes,1/1/2020,Industrial Hemp Commodity/Product,1.42,47986.84,203390
Deschutes,1/1/2020,Other,4.92,154841.04,203390
Deschutes,1/1/2020,Usable MJ,52.7,1435758.38,203390
Deschutes,1/1/2021,Concentrate/Extract,28.3,1267768.29,203390
Deschutes,1/1/2021,Edible/Tincture,13.32,605157.47,203390
Deschutes,1/1/2021,Industrial Hemp,0.02,954.06,203390
Deschutes,1/1/2021,Industrial Hemp Commodity/Product,1.15,53828.41,203390
Deschutes,1/1/2021,Other,6.78,315613.23,203390
Deschutes,1/1/2021,Usable MJ,50.43,1890957.39,203390
Deschutes,1/1/2022,Concentrate/Extract,25.79,1014862.43,203390
Deschutes,1/1/2022,Edible/Tincture,15.3,618424.37,203390
Deschutes,1/1/2022,Industrial Hemp,0.01,303,203390
Deschutes,1/1/2022,Industrial Hemp Commodity/Product,1.07,44018.11,203390
Deschutes,1/1/2022,Inhalable Product with Non-Cannabis Additives,4.23,174512.06,203390
Deschutes,1/1/2022,Other,5.75,233950.31,203390
Deschutes,1/1/2022,Usable MJ,47.84,1525807.22,203390
Deschutes,12/1/2016,Concentrate/Extract,11.42,33762.35,203390
Deschutes,12/1/2016,Edible/Tincture,4.74,17852.58,203390
Deschutes,12/1/2016,Other,5.58,23428,203390
Deschutes,12/1/2016,Usable MJ,78.27,324086.83,203390
Deschutes,12/1/2017,Concentrate/Extract,31.79,696543.12,203390
Deschutes,12/1/2017,Edible/Tincture,12.09,282348.84,203390
Deschutes,12/1/2017,Other,2.19,48975.68,203390
Deschutes,12/1/2017,Usable MJ,53.93,1263783.65,203390
Deschutes,12/1/2018,Concentrate/Extract,27.56,748242.81,203390
Deschutes,12/1/2018,Edible/Tincture,12.99,387630.87,203390
Deschutes,12/1/2018,Industrial Hemp Commodity/Product,1.77,55597.75,203390
Deschutes,12/1/2018,Other,12.38,370806.69,203390
Deschutes,12/1/2018,Usable MJ,45.29,1334778.25,203390
Deschutes,12/1/2019,Concentrate/Extract,28.29,935128.14,203390
Deschutes,12/1/2019,Edible/Tincture,13.53,455761.81,203390
Deschutes,12/1/2019,Industrial Hemp Commodity/Product,1.52,53165.55,203390
Deschutes,12/1/2019,Other,4.76,160590.06,203390
Deschutes,12/1/2019,Usable MJ,51.9,1470323.99,203390
Deschutes,12/1/2020,Concentrate/Extract,27.18,1199932.85,203390
Deschutes,12/1/2020,Edible/Tincture,13.91,622704.39,203390
Deschutes,12/1/2020,Industrial Hemp,0.02,744.41,203390
Deschutes,12/1/2020,Industrial Hemp Commodity/Product,1.24,57475.69,203390
Deschutes,12/1/2020,Other,7.11,323184.56,203390
Deschutes,12/1/2020,Usable MJ,50.54,1830374.12,203390
Deschutes,12/1/2021,Concentrate/Extract,26.53,1112766.79,203390
Deschutes,12/1/2021,Edible/Tincture,15.21,651438.74,203390
Deschutes,12/1/2021,Industrial Hemp,0,118,203390
Deschutes,12/1/2021,Industrial Hemp Commodity/Product,1.01,43878.06,203390
Deschutes,12/1/2021,Inhalable Product with Non-Cannabis Additives,4.22,187776.6,203390
Deschutes,12/1/2021,Other,5.78,249427.71,203390
Deschutes,12/1/2021,Usable MJ,47.24,1593898.57,203390
Deschutes,2/1/2017,Concentrate/Extract,25.01,376860.93,203390
Deschutes,2/1/2017,Edible/Tincture,9.34,143473.21,203390
Deschutes,2/1/2017,Other,2.14,33356.04,203390
Deschutes,2/1/2017,Usable MJ,63.5,1085327.64,203390
Deschutes,2/1/2018,Concentrate/Extract,33.33,695998.55,203390
Deschutes,2/1/2018,Edible/Tincture,11.54,252445.87,203390
Deschutes,2/1/2018,Industrial Hemp Commodity/Product,0.01,325.23,203390
Deschutes,2/1/2018,Other,2.21,41142.63,203390
Deschutes,2/1/2018,Usable MJ,52.91,1164677.54,203390
Deschutes,2/1/2019,Concentrate/Extract,27.7,687610.28,203390
Deschutes,2/1/2019,Edible/Tincture,12.27,322442.01,203390
Deschutes,2/1/2019,Industrial Hemp Commodity/Product,1.51,42019.43,203390
Deschutes,2/1/2019,Other,11.52,307811.76,203390
Deschutes,2/1/2019,Usable MJ,47,1232826.23,203390
Deschutes,2/1/2020,Concentrate/Extract,28.39,915829.38,203390
Deschutes,2/1/2020,Edible/Tincture,12.69,413130.98,203390
Deschutes,2/1/2020,Industrial Hemp Commodity/Product,1.45,48985.18,203390
Deschutes,2/1/2020,Other,5.31,171193.47,203390
Deschutes,2/1/2020,Usable MJ,52.16,1416474.86,203390
Deschutes,2/1/2021,Concentrate/Extract,27.57,1119335.31,203390
Deschutes,2/1/2021,Edible/Tincture,13.49,556744.62,203390
Deschutes,2/1/2021,Industrial Hemp,0.01,583.02,203390
Deschutes,2/1/2021,Industrial Hemp Commodity/Product,1.19,50674.96,203390
Deschutes,2/1/2021,Other,7.04,295182.86,203390
Deschutes,2/1/2021,Usable MJ,50.7,1706784.59,203390
Deschutes,2/1/2022,Concentrate/Extract,25.77,975451.37,203390
Deschutes,2/1/2022,Edible/Tincture,15.26,590505.2,203390
Deschutes,2/1/2022,Industrial Hemp,0.01,303.78,203390
Deschutes,2/1/2022,Industrial Hemp Commodity/Product,1,39051.01,203390
Deschutes,2/1/2022,Inhalable Product with Non-Cannabis Additives,4.26,170423.61,203390
Deschutes,2/1/2022,Other,6.2,240954.16,203390
Deschutes,2/1/2022,Usable MJ,47.49,1449524.29,203390
Deschutes,3/1/2017,Concentrate/Extract,25.56,454114.4,203390
Deschutes,3/1/2017,Edible/Tincture,9.48,176898.54,203390
Deschutes,3/1/2017,Other,2.06,36889.6,203390
Deschutes,3/1/2017,Usable MJ,62.9,1281106.07,203390
Deschutes,3/1/2018,Concentrate/Extract,33.99,850883.13,203390
Deschutes,3/1/2018,Edible/Tincture,11.76,306101.71,203390
Deschutes,3/1/2018,Industrial Hemp Commodity/Product,0.41,11269.34,203390
Deschutes,3/1/2018,Other,2.64,56993.01,203390
Deschutes,3/1/2018,Usable MJ,51.2,1349010.9,203390
Deschutes,3/1/2019,Concentrate/Extract,29.62,860246.96,203390
Deschutes,3/1/2019,Edible/Tincture,12.73,387636.64,203390
Deschutes,3/1/2019,Industrial Hemp Commodity/Product,1.68,53774.25,203390
Deschutes,3/1/2019,Other,10.28,318428.99,203390
Deschutes,3/1/2019,Usable MJ,45.68,1390838.34,203390
Deschutes,3/1/2020,Concentrate/Extract,26.48,1006536.5,203390
Deschutes,3/1/2020,Edible/Tincture,13,494852.3,203390
Deschutes,3/1/2020,Industrial Hemp Commodity/Product,1.34,52321.94,203390
Deschutes,3/1/2020,Other,5.5,211314.34,203390
Deschutes,3/1/2020,Usable MJ,53.68,1757527.46,203390
Deschutes,3/1/2021,Concentrate/Extract,27.53,1333703.67,203390
Deschutes,3/1/2021,Edible/Tincture,13.19,651828.59,203390
Deschutes,3/1/2021,Industrial Hemp,0.01,603.36,203390
Deschutes,3/1/2021,Industrial Hemp Commodity/Product,1.14,57281.51,203390
Deschutes,3/1/2021,Other,7.77,388670.55,203390
Deschutes,3/1/2021,Usable MJ,50.35,2004253.14,203390
Deschutes,3/1/2022,Concentrate/Extract,26.06,1084436.26,203390
Deschutes,3/1/2022,Edible/Tincture,15.11,638904.02,203390
Deschutes,3/1/2022,Industrial Hemp,0.01,337.51,203390
Deschutes,3/1/2022,Industrial Hemp Commodity/Product,1.08,46291.75,203390
Deschutes,3/1/2022,Inhalable Product with Non-Cannabis Additives,4.35,190123.26,203390
Deschutes,3/1/2022,Other,6.21,265767.08,203390
Deschutes,3/1/2022,Usable MJ,47.19,1569790.88,203390
Deschutes,4/1/2017,Concentrate/Extract,24.14,421404.36,203390
Deschutes,4/1/2017,Edible/Tincture,10.2,196167.5,203390
Deschutes,4/1/2017,Other,2.43,46193.97,203390
Deschutes,4/1/2017,Usable MJ,63.23,1297594.22,203390
Deschutes,4/1/2018,Concentrate/Extract,33.52,824971.33,203390
Deschutes,4/1/2018,Edible/Tincture,11.94,306963.29,203390
Deschutes,4/1/2018,Industrial Hemp Commodity/Product,0.87,24044.77,203390
Deschutes,4/1/2018,Other,3.54,79125.63,203390
Deschutes,4/1/2018,Usable MJ,50.13,1301731.89,203390
Deschutes,4/1/2019,Concentrate/Extract,30.49,865610.78,203390
Deschutes,4/1/2019,Edible/Tincture,12.46,373125.71,203390
Deschutes,4/1/2019,Industrial Hemp Commodity/Product,1.66,52729.3,203390
Deschutes,4/1/2019,Other,8.86,266632.65,203390
Deschutes,4/1/2019,Usable MJ,46.53,1269437.6,203390
Deschutes,4/1/2020,Concentrate/Extract,25.97,1007191.55,203390
Deschutes,4/1/2020,Edible/Tincture,12.04,466764.71,203390
Deschutes,4/1/2020,Industrial Hemp Commodity/Product,1.17,46563.93,203390
Deschutes,4/1/2020,Other,6.63,263150.7,203390
Deschutes,4/1/2020,Usable MJ,54.19,1821423.95,203390
Deschutes,4/1/2021,Concentrate/Extract,26.86,1287371.3,203390
Deschutes,4/1/2021,Edible/Tincture,13.58,661558.53,203390
Deschutes,4/1/2021,Industrial Hemp,0.01,237.04,203390
Deschutes,4/1/2021,Industrial Hemp Commodity/Product,1.08,54264.83,203390
Deschutes,4/1/2021,Inhalable Product with Non-Cannabis Additives,1.83,92005.83,203390
Deschutes,4/1/2021,Other,6.45,314650.53,203390
Deschutes,4/1/2021,Usable MJ,50.2,1970367.69,203390
Deschutes,4/1/2022,Concentrate/Extract,24.93,1035720.51,203390
Deschutes,4/1/2022,Edible/Tincture,16.28,692882.99,203390
Deschutes,4/1/2022,Industrial Hemp,0.01,255.9,203390
Deschutes,4/1/2022,Industrial Hemp Commodity/Product,1,42778.33,203390
Deschutes,4/1/2022,Inhalable Product with Non-Cannabis Additives,4.25,188210.39,203390
Deschutes,4/1/2022,Other,6.43,276009.16,203390
Deschutes,4/1/2022,Usable MJ,47.09,1584282.7,203390
Deschutes,5/1/2017,Concentrate/Extract,24.52,444287.54,203390
Deschutes,5/1/2017,Edible/Tincture,10.24,209443.22,203390
Deschutes,5/1/2017,Other,2.48,48257.71,203390
Deschutes,5/1/2017,Usable MJ,62.75,1351339.09,203390
Deschutes,5/1/2018,Concentrate/Extract,33.57,876544.59,203390
Deschutes,5/1/2018,Edible/Tincture,12.02,329618.44,203390
Deschutes,5/1/2018,Industrial Hemp Commodity/Product,1.23,35466.82,203390
Deschutes,5/1/2018,Other,4.21,93625.56,203390
Deschutes,5/1/2018,Usable MJ,48.97,1357522.6,203390
Deschutes,5/1/2019,Concentrate/Extract,29.46,888779.07,203390
Deschutes,5/1/2019,Edible/Tincture,12.02,388427.81,203390
Deschutes,5/1/2019,Industrial Hemp Commodity/Product,1.77,59626.04,203390
Deschutes,5/1/2019,Other,9.82,309062.09,203390
Deschutes,5/1/2019,Usable MJ,46.93,1306288.33,203390
Deschutes,5/1/2020,Concentrate/Extract,26.28,1151760.85,203390
Deschutes,5/1/2020,Edible/Tincture,12.11,537390.68,203390
Deschutes,5/1/2020,Industrial Hemp Commodity/Product,1.2,54226.07,203390
Deschutes,5/1/2020,Other,6.49,292070.92,203390
Deschutes,5/1/2020,Usable MJ,53.91,2006630.33,203390
Deschutes,5/1/2021,Concentrate/Extract,26.18,1216325.84,203390
Deschutes,5/1/2021,Edible/Tincture,13.71,651021.05,203390
Deschutes,5/1/2021,Industrial Hemp,0.01,649.05,203390
Deschutes,5/1/2021,Industrial Hemp Commodity/Product,1.08,53165.37,203390
Deschutes,5/1/2021,Inhalable Product with Non-Cannabis Additives,3.1,151025.66,203390
Deschutes,5/1/2021,Other,5.8,276257.25,203390
Deschutes,5/1/2021,Usable MJ,50.11,1895316.75,203390
Deschutes,6/1/2017,Concentrate/Extract,25.19,527657.66,203390
Deschutes,6/1/2017,Edible/Tincture,10.56,238184.49,203390
Deschutes,6/1/2017,Other,2.41,53034.31,203390
Deschutes,6/1/2017,Usable MJ,61.85,1431676.56,203390
Deschutes,6/1/2018,Concentrate/Extract,33.85,955494.9,203390
Deschutes,6/1/2018,Edible/Tincture,12.31,368829.77,203390
Deschutes,6/1/2018,Industrial Hemp Commodity/Product,1.52,48859.11,203390
Deschutes,6/1/2018,Other,4.05,105192.94,203390
Deschutes,6/1/2018,Usable MJ,48.28,1437902.82,203390
Deschutes,6/1/2019,Concentrate/Extract,28.96,945141.37,203390
Deschutes,6/1/2019,Edible/Tincture,12.34,428729.79,203390
Deschutes,6/1/2019,Industrial Hemp Commodity/Product,1.63,59374.6,203390
Deschutes,6/1/2019,Other,9.41,326379.32,203390
Deschutes,6/1/2019,Usable MJ,47.67,1399082.63,203390
Deschutes,6/1/2020,Concentrate/Extract,26.66,1178716.83,203390
Deschutes,6/1/2020,Edible/Tincture,12.19,550713.48,203390
Deschutes,6/1/2020,Industrial Hemp Commodity/Product,1.27,59107.63,203390
Deschutes,6/1/2020,Other,5.74,262447.56,203390
Deschutes,6/1/2020,Usable MJ,54.13,1997755.74,203390
Deschutes,6/1/2021,Concentrate/Extract,25.41,1165337.03,203390
Deschutes,6/1/2021,Edible/Tincture,13.83,652775.77,203390
Deschutes,6/1/2021,Industrial Hemp,0.01,616.18,203390
Deschutes,6/1/2021,Industrial Hemp Commodity/Product,1.1,53418.77,203390
Deschutes,6/1/2021,Inhalable Product with Non-Cannabis Additives,3.52,167469.56,203390
Deschutes,6/1/2021,Other,5.68,268271.66,203390
Deschutes,6/1/2021,Usable MJ,50.45,1841730.16,203390
Deschutes,7/1/2017,Concentrate/Extract,25.44,595976.71,203390
Deschutes,7/1/2017,Edible/Tincture,11.07,290938.93,203390
Deschutes,7/1/2017,Other,2.49,59535.98,203390
Deschutes,7/1/2017,Usable MJ,61.01,1600809.59,203390
Deschutes,7/1/2018,Concentrate/Extract,33.62,1013646.02,203390
Deschutes,7/1/2018,Edible/Tincture,12.98,423566.39,203390
Deschutes,7/1/2018,Industrial Hemp Commodity/Product,1.53,52601.48,203390
Deschutes,7/1/2018,Other,4.42,126008.77,203390
Deschutes,7/1/2018,Usable MJ,47.45,1510030.03,203390
Deschutes,7/1/2019,Concentrate/Extract,28.84,1018201.76,203390
Deschutes,7/1/2019,Edible/Tincture,12.33,467029.86,203390
Deschutes,7/1/2019,Industrial Hemp Commodity/Product,1.84,71769.39,203390
Deschutes,7/1/2019,Other,9.01,339402.26,203390
Deschutes,7/1/2019,Usable MJ,47.98,1488452.83,203390
Deschutes,7/1/2020,Concentrate/Extract,25.77,1261936.58,203390
Deschutes,7/1/2020,Edible/Tincture,12.54,620432.24,203390
Deschutes,7/1/2020,Industrial Hemp,0.01,542.5,203390
Deschutes,7/1/2020,Industrial Hemp Commodity/Product,1.27,64057.87,203390
Deschutes,7/1/2020,Other,5.79,290320.69,203390
Deschutes,7/1/2020,Usable MJ,54.62,2184788.3,203390
Deschutes,7/1/2021,Concentrate/Extract,24.96,1197420.74,203390
Deschutes,7/1/2021,Edible/Tincture,14.38,707651.61,203390
Deschutes,7/1/2021,Industrial Hemp,0.01,456.27,203390
Deschutes,7/1/2021,Industrial Hemp Commodity/Product,1.09,55028.21,203390
Deschutes,7/1/2021,Inhalable Product with Non-Cannabis Additives,3.12,156076.69,203390
Deschutes,7/1/2021,Other,5.61,275746.56,203390
Deschutes,7/1/2021,Usable MJ,50.82,1937557.89,203390
Deschutes,8/1/2017,Concentrate/Extract,26.38,733950.79,203390
Deschutes,8/1/2017,Edible/Tincture,11.43,352404.35,203390
Deschutes,8/1/2017,Other,2.31,64764.13,203390
Deschutes,8/1/2017,Usable MJ,59.88,1808496.71,203390
Deschutes,8/1/2018,Concentrate/Extract,32.66,1008052.81,203390
Deschutes,8/1/2018,Edible/Tincture,13,438386.21,203390
Deschutes,8/1/2018,Industrial Hemp Commodity/Product,1.64,58116.72,203390
Deschutes,8/1/2018,Other,5.46,175435.52,203390
Deschutes,8/1/2018,Usable MJ,47.24,1557196.98,203390
Deschutes,8/1/2019,Concentrate/Extract,28.21,1029875.31,203390
Deschutes,8/1/2019,Edible/Tincture,12.15,481347.42,203390
Deschutes,8/1/2019,Industrial Hemp Commodity/Product,1.91,78599.12,203390
Deschutes,8/1/2019,Other,9.24,365026.62,203390
Deschutes,8/1/2019,Usable MJ,48.48,1563881.45,203390
Deschutes,8/1/2020,Concentrate/Extract,26.09,1254424.97,203390
Deschutes,8/1/2020,Edible/Tincture,12.29,604595.66,203390
Deschutes,8/1/2020,Industrial Hemp,0.02,1107.84,203390
Deschutes,8/1/2020,Industrial Hemp Commodity/Product,1.25,62087.64,203390
Deschutes,8/1/2020,Other,6.31,309474.09,203390
Deschutes,8/1/2020,Usable MJ,54.03,2145736.72,203390
Deschutes,8/1/2021,Concentrate/Extract,25.37,1194525.81,203390
Deschutes,8/1/2021,Edible/Tincture,14.5,701894.74,203390
Deschutes,8/1/2021,Industrial Hemp,0.01,463.76,203390
Deschutes,8/1/2021,Industrial Hemp Commodity/Product,1.06,52025.52,203390
Deschutes,8/1/2021,Inhalable Product with Non-Cannabis Additives,3.47,170946.12,203390
Deschutes,8/1/2021,Other,5.28,256124.23,203390
Deschutes,8/1/2021,Usable MJ,50.32,1898373.08,203390
Deschutes,9/1/2017,Concentrate/Extract,27.25,637822.23,203390
Deschutes,9/1/2017,Edible/Tincture,10.17,270830.7,203390
Deschutes,9/1/2017,Other,1.94,48596.5,203390
Deschutes,9/1/2017,Usable MJ,60.64,1602688.36,203390
Deschutes,9/1/2018,Concentrate/Extract,29.61,841800.28,203390
Deschutes,9/1/2018,Edible/Tincture,12.39,386767,203390
Deschutes,9/1/2018,Industrial Hemp Commodity/Product,1.6,53194.01,203390
Deschutes,9/1/2018,Other,8.22,251642.55,203390
Deschutes,9/1/2018,Usable MJ,48.2,1497582.99,203390
Deschutes,9/1/2019,Concentrate/Extract,25.47,817004.52,203390
Deschutes,9/1/2019,Edible/Tincture,12.77,452629.74,203390
Deschutes,9/1/2019,Industrial Hemp Commodity/Product,1.78,64664.86,203390
Deschutes,9/1/2019,Other,7.78,277077.65,203390
Deschutes,9/1/2019,Usable MJ,52.2,1514604.78,203390
Deschutes,9/1/2020,Concentrate/Extract,25.93,1176741.45,203390
Deschutes,9/1/2020,Edible/Tincture,12.15,557736.68,203390
Deschutes,9/1/2020,Industrial Hemp,0.03,1199.59,203390
Deschutes,9/1/2020,Industrial Hemp Commodity/Product,1.24,58415.8,203390
Deschutes,9/1/2020,Other,6.55,303991.1,203390
Deschutes,9/1/2020,Usable MJ,54.11,2026159.33,203390
Deschutes,9/1/2021,Concentrate/Extract,24.57,1092022.79,203390
Deschutes,9/1/2021,Edible/Tincture,14.47,662536.18,203390
Deschutes,9/1/2021,Industrial Hemp,0,198.31,203390
Deschutes,9/1/2021,Industrial Hemp Commodity/Product,1.1,51050.41,203390
Deschutes,9/1/2021,Inhalable Product with Non-Cannabis Additives,3.72,174342.33,203390
Deschutes,9/1/2021,Other,5.97,273203.06,203390
Deschutes,9/1/2021,Usable MJ,50.16,1806508.94,203390
Douglas,10/1/2017,Concentrate/Extract,30.86,139348.49,111694
Douglas,10/1/2017,Edible/Tincture,7.26,36738.48,111694
Douglas,10/1/2017,Other,1.46,7138.86,111694
Douglas,10/1/2017,Usable MJ,60.42,327691.42,111694
Douglas,10/1/2018,Concentrate/Extract,34.54,238345.78,111694
Douglas,10/1/2018,Edible/Tincture,7.93,61609.52,111694
Douglas,10/1/2018,Industrial Hemp Commodity/Product,2.76,23322.11,111694
Douglas,10/1/2018,Other,7.44,50711.79,111694
Douglas,10/1/2018,Usable MJ,47.33,388073.25,111694
Douglas,10/1/2019,Concentrate/Extract,33.13,346879.69,111694
Douglas,10/1/2019,Edible/Tincture,8.17,90116.88,111694
Douglas,10/1/2019,Industrial Hemp Commodity/Product,2.01,22988.97,111694
Douglas,10/1/2019,Other,6.47,70586.01,111694
Douglas,10/1/2019,Usable MJ,50.22,478380.4,111694
Douglas,10/1/2020,Concentrate/Extract,32.36,551599.15,111694
Douglas,10/1/2020,Edible/Tincture,8.54,148758.29,111694
Douglas,10/1/2020,Industrial Hemp Commodity/Product,1.1,19900.73,111694
Douglas,10/1/2020,Other,6.46,112993.86,111694
Douglas,10/1/2020,Usable MJ,51.54,720350.77,111694
Douglas,10/1/2021,Concentrate/Extract,31.79,584848.38,111694
Douglas,10/1/2021,Edible/Tincture,10.25,190141.99,111694
Douglas,10/1/2021,Industrial Hemp Commodity/Product,1.02,19352.96,111694
Douglas,10/1/2021,Inhalable Product with Non-Cannabis Additives,4.52,85328.52,111694
Douglas,10/1/2021,Other,4.85,88694.85,111694
Douglas,10/1/2021,Usable MJ,47.57,679049.59,111694
Douglas,11/1/2016,Concentrate/Extract,29.59,30604.47,111694
Douglas,11/1/2016,Edible/Tincture,4.24,4387.92,111694
Douglas,11/1/2016,Other,0.17,172,111694
Douglas,11/1/2016,Usable MJ,66,68258.38,111694
Douglas,11/1/2017,Concentrate/Extract,32.67,133181.26,111694
Douglas,11/1/2017,Edible/Tincture,8.99,39951.58,111694
Douglas,11/1/2017,Other,1.82,8201.81,111694
Douglas,11/1/2017,Usable MJ,56.52,266198.02,111694
Douglas,11/1/2018,Concentrate/Extract,35.62,232987.13,111694
Douglas,11/1/2018,Edible/Tincture,9.46,66444.39,111694
Douglas,11/1/2018,Industrial Hemp Commodity/Product,2.61,20286.09,111694
Douglas,11/1/2018,Other,7.79,52915.23,111694
Douglas,11/1/2018,Usable MJ,44.51,331481.51,111694
Douglas,11/1/2019,Concentrate/Extract,35.03,369401.67,111694
Douglas,11/1/2019,Edible/Tincture,8.4,91654.09,111694
Douglas,11/1/2019,Industrial Hemp Commodity/Product,1.92,22148.73,111694
Douglas,11/1/2019,Other,4.52,47205.31,111694
Douglas,11/1/2019,Usable MJ,50.12,479708.66,111694
Douglas,11/1/2020,Concentrate/Extract,34.56,537604.21,111694
Douglas,11/1/2020,Edible/Tincture,8.96,143778.31,111694
Douglas,11/1/2020,Industrial Hemp Commodity/Product,0.97,16020.59,111694
Douglas,11/1/2020,Other,6.79,108978.35,111694
Douglas,11/1/2020,Usable MJ,48.71,625444.95,111694
Douglas,11/1/2021,Concentrate/Extract,32.32,541189.99,111694
Douglas,11/1/2021,Edible/Tincture,10.87,183076.49,111694
Douglas,11/1/2021,Industrial Hemp Commodity/Product,1.14,19433.89,111694
Douglas,11/1/2021,Inhalable Product with Non-Cannabis Additives,5.05,86392.26,111694
Douglas,11/1/2021,Other,5.28,87848.99,111694
Douglas,11/1/2021,Usable MJ,45.34,583789.88,111694
Douglas,1/1/2017,Concentrate/Extract,13.95,19888.92,111694
Douglas,1/1/2017,Edible/Tincture,2.06,4122.21,111694
Douglas,1/1/2017,Other,0.11,250.03,111694
Douglas,1/1/2017,Usable MJ,83.88,194313.53,111694
Douglas,1/1/2018,Concentrate/Extract,33.11,137510.1,111694
Douglas,1/1/2018,Edible/Tincture,8.46,39200.74,111694
Douglas,1/1/2018,Other,1.83,8090.49,111694
Douglas,1/1/2018,Usable MJ,56.6,278871.1,111694
Douglas,1/1/2019,Concentrate/Extract,35.94,264584.92,111694
Douglas,1/1/2019,Edible/Tincture,8.41,66009.94,111694
Douglas,1/1/2019,Industrial Hemp Commodity/Product,2.76,22576.93,111694
Douglas,1/1/2019,Other,8.13,60169.35,111694
Douglas,1/1/2019,Usable MJ,44.77,364044.94,111694
Douglas,1/1/2020,Concentrate/Extract,33.11,355981.98,111694
Douglas,1/1/2020,Edible/Tincture,7.99,88173.19,111694
Douglas,1/1/2020,Industrial Hemp Commodity/Product,1.71,20028.17,111694
Douglas,1/1/2020,Other,4.99,53973.89,111694
Douglas,1/1/2020,Usable MJ,52.21,500682.91,111694
Douglas,1/1/2021,Concentrate/Extract,33.87,636240.47,111694
Douglas,1/1/2021,Edible/Tincture,8.52,162993.41,111694
Douglas,1/1/2021,Industrial Hemp Commodity/Product,1.08,21378.92,111694
Douglas,1/1/2021,Other,6.86,132740.75,111694
Douglas,1/1/2021,Usable MJ,49.67,760818.1,111694
Douglas,1/1/2022,Concentrate/Extract,31.8,506623.26,111694
Douglas,1/1/2022,Edible/Tincture,11.06,177928.17,111694
Douglas,1/1/2022,Industrial Hemp Commodity/Product,1.28,20843.72,111694
Douglas,1/1/2022,Inhalable Product with Non-Cannabis Additives,5.49,90361.95,111694
Douglas,1/1/2022,Other,4.42,69438.52,111694
Douglas,1/1/2022,Usable MJ,45.95,573428.6,111694
Douglas,12/1/2016,Concentrate/Extract,14.82,16024,111694
Douglas,12/1/2016,Edible/Tincture,2.34,2343.2,111694
Douglas,12/1/2016,Other,0.15,164,111694
Douglas,12/1/2016,Usable MJ,82.7,95528.4,111694
Douglas,12/1/2017,Concentrate/Extract,32.84,149839.88,111694
Douglas,12/1/2017,Edible/Tincture,9.81,46010,111694
Douglas,12/1/2017,Other,1.85,8646.67,111694
