county,date,product,marketshare,sales
Coos,2/1/2020,Concentrate/Extract,26.48,282472.15
Coos,2/1/2020,Edible/Tincture,7.99,84828.57
Coos,2/1/2020,Industrial Hemp Commodity/Product,1,10783.04
Coos,2/1/2020,Other,5.89,60771.71
Coos,2/1/2020,Usable MJ,58.65,535924.4
Coos,2/1/2021,Concentrate/Extract,27.44,393699.59
Coos,2/1/2021,Edible/Tincture,9.4,136300.5
Coos,2/1/2021,Industrial Hemp,0.01,204.71
Coos,2/1/2021,Industrial Hemp Commodity/Product,0.92,13372.06
Coos,2/1/2021,Other,6.24,89277.72
Coos,2/1/2021,Usable MJ,55.99,660539.41
Coos,2/1/2022,Concentrate/Extract,25.21,306555.3
Coos,2/1/2022,Edible/Tincture,10.98,141610.88
Coos,2/1/2022,Industrial Hemp,0,5.6
Coos,2/1/2022,Industrial Hemp Commodity/Product,0.85,11222.02
Coos,2/1/2022,Inhalable Product with Non-Cannabis Additives,5.93,76983.45
Coos,2/1/2022,Other,4.54,58912.35
Coos,2/1/2022,Usable MJ,52.48,537001.24
Coos,3/1/2017,Concentrate/Extract,19.14,89442.25
Coos,3/1/2017,Edible/Tincture,6.85,33002.15
Coos,3/1/2017,Other,1.17,5852.38
Coos,3/1/2017,Usable MJ,72.85,369228.01
Coos,3/1/2018,Concentrate/Extract,28.62,192906.51
Coos,3/1/2018,Edible/Tincture,7.89,56315.92
Coos,3/1/2018,Industrial Hemp Commodity/Product,0.09,677.2
Coos,3/1/2018,Other,2.8,19919.88
Coos,3/1/2018,Usable MJ,60.61,456885.36
Coos,3/1/2019,Concentrate/Extract,28.59,273623.36
Coos,3/1/2019,Edible/Tincture,8.3,80470.66
Coos,3/1/2019,Industrial Hemp Commodity/Product,1.54,15645.8
Coos,3/1/2019,Other,10.46,103268.96
Coos,3/1/2019,Usable MJ,51.11,515550.07
Coos,3/1/2020,Concentrate/Extract,24.8,321419.58
Coos,3/1/2020,Edible/Tincture,8.21,106991.9
Coos,3/1/2020,Industrial Hemp Commodity/Product,0.9,12167.84
Coos,3/1/2020,Other,6.6,85642.64
Coos,3/1/2020,Usable MJ,59.49,672699.37
Coos,3/1/2021,Concentrate/Extract,26.44,467469.45
Coos,3/1/2021,Edible/Tincture,9.45,169635.57
Coos,3/1/2021,Industrial Hemp,0.01,174.96
Coos,3/1/2021,Industrial Hemp Commodity/Product,0.84,15592.54
Coos,3/1/2021,Other,7.18,128099.38
Coos,3/1/2021,Usable MJ,56.07,822271.95
Coos,3/1/2022,Concentrate/Extract,25.46,352107.41
Coos,3/1/2022,Edible/Tincture,11.28,162313.63
Coos,3/1/2022,Industrial Hemp Commodity/Product,0.89,12425.39
Coos,3/1/2022,Inhalable Product with Non-Cannabis Additives,6,86949.47
Coos,3/1/2022,Other,5.05,72208.57
Coos,3/1/2022,Usable MJ,51.33,579691.97
Coos,4/1/2017,Concentrate/Extract,19.11,89936.58
Coos,4/1/2017,Edible/Tincture,7.44,34564.42
Coos,4/1/2017,Other,1.87,8461.55
Coos,4/1/2017,Usable MJ,71.57,361546.06
Coos,4/1/2018,Concentrate/Extract,27.41,170061.85
Coos,4/1/2018,Edible/Tincture,8.48,56006.43
Coos,4/1/2018,Industrial Hemp Commodity/Product,0.35,2627.97
Coos,4/1/2018,Other,3.92,25758.23
Coos,4/1/2018,Usable MJ,59.84,435006.76
Coos,4/1/2019,Concentrate/Extract,28.08,272036.71
Coos,4/1/2019,Edible/Tincture,8.2,79601.16
Coos,4/1/2019,Industrial Hemp Commodity/Product,1.29,13229.03
Coos,4/1/2019,Other,9.57,94518.86
Coos,4/1/2019,Usable MJ,52.86,489229.86
Coos,4/1/2020,Concentrate/Extract,25.44,347188.1
Coos,4/1/2020,Edible/Tincture,7.78,108743.78
Coos,4/1/2020,Industrial Hemp Commodity/Product,0.72,10336.4
Coos,4/1/2020,Other,6.29,87515.62
Coos,4/1/2020,Usable MJ,59.76,724348.12
Coos,4/1/2021,Concentrate/Extract,25.78,463314.61
Coos,4/1/2021,Edible/Tincture,9.85,181369.11
Coos,4/1/2021,Industrial Hemp,0,7.51
Coos,4/1/2021,Industrial Hemp Commodity/Product,0.84,15948.8
Coos,4/1/2021,Inhalable Product with Non-Cannabis Additives,1.66,30612.78
Coos,4/1/2021,Other,6.28,115707.17
Coos,4/1/2021,Usable MJ,55.59,836768.57
Coos,4/1/2022,Concentrate/Extract,23.74,328532.16
Coos,4/1/2022,Edible/Tincture,12.57,179045.8
Coos,4/1/2022,Industrial Hemp Commodity/Product,0.76,11332.52
Coos,4/1/2022,Inhalable Product with Non-Cannabis Additives,6,88265.3
Coos,4/1/2022,Other,5.71,81956.39
Coos,4/1/2022,Usable MJ,51.21,581661.18
Coos,5/1/2017,Concentrate/Extract,20.72,100246.3
Coos,5/1/2017,Edible/Tincture,7.08,34342.6
Coos,5/1/2017,Other,1.64,7933.17
Coos,5/1/2017,Usable MJ,70.56,378604.15
Coos,5/1/2018,Concentrate/Extract,28.43,189822.2
Coos,5/1/2018,Edible/Tincture,9.01,63040.27
Coos,5/1/2018,Industrial Hemp Commodity/Product,0.56,4454.28
Coos,5/1/2018,Other,4.96,34188.26
Coos,5/1/2018,Usable MJ,57.03,442039.64
Coos,5/1/2019,Concentrate/Extract,27.55,278626.99
Coos,5/1/2019,Edible/Tincture,7.74,79424.3
Coos,5/1/2019,Industrial Hemp Commodity/Product,1.53,16751.06
Coos,5/1/2019,Other,10.13,105613.91
Coos,5/1/2019,Usable MJ,53.05,495120.03
Coos,5/1/2020,Concentrate/Extract,25.98,400816.59
Coos,5/1/2020,Edible/Tincture,7.93,124612.05
Coos,5/1/2020,Industrial Hemp Commodity/Product,0.88,14095.04
Coos,5/1/2020,Other,6.42,102131.52
Coos,5/1/2020,Usable MJ,58.78,784276.1
Coos,5/1/2021,Concentrate/Extract,25.13,424787.38
Coos,5/1/2021,Edible/Tincture,10.14,175689.74
Coos,5/1/2021,Industrial Hemp,0,5.81
Coos,5/1/2021,Industrial Hemp Commodity/Product,0.8,13811.12
Coos,5/1/2021,Inhalable Product with Non-Cannabis Additives,2.69,46820.47
Coos,5/1/2021,Other,5.4,94578.37
Coos,5/1/2021,Usable MJ,55.85,784051.71
Coos,6/1/2017,Concentrate/Extract,21.49,114820.64
Coos,6/1/2017,Edible/Tincture,7.77,43608.57
Coos,6/1/2017,Other,2.19,11248.68
Coos,6/1/2017,Usable MJ,68.56,408578.4
Coos,6/1/2018,Concentrate/Extract,29.56,219133.78
Coos,6/1/2018,Edible/Tincture,8.67,67930.52
Coos,6/1/2018,Industrial Hemp Commodity/Product,0.51,4197.29
Coos,6/1/2018,Other,4.76,36199.87
Coos,6/1/2018,Usable MJ,56.51,459614.53
Coos,6/1/2019,Concentrate/Extract,25.97,266843.94
Coos,6/1/2019,Edible/Tincture,8.14,86787.05
Coos,6/1/2019,Industrial Hemp Commodity/Product,1.55,16707.03
Coos,6/1/2019,Other,9.92,105169.38
Coos,6/1/2019,Usable MJ,54.42,515189.78
Coos,6/1/2020,Concentrate/Extract,26.03,396842.68
Coos,6/1/2020,Edible/Tincture,8.47,131716.17
Coos,6/1/2020,Industrial Hemp,0.01,97.95
Coos,6/1/2020,Industrial Hemp Commodity/Product,0.85,13650.27
Coos,6/1/2020,Other,6.51,100411.71
Coos,6/1/2020,Usable MJ,58.14,759183.87
Coos,6/1/2021,Concentrate/Extract,25.03,408076.53
Coos,6/1/2021,Edible/Tincture,10.09,168425.28
Coos,6/1/2021,Industrial Hemp,0,17.43
Coos,6/1/2021,Industrial Hemp Commodity/Product,0.81,13326.1
Coos,6/1/2021,Inhalable Product with Non-Cannabis Additives,3.27,55537.37
Coos,6/1/2021,Other,4.43,73658.05
Coos,6/1/2021,Usable MJ,56.37,751111.87
Coos,7/1/2017,Concentrate/Extract,23.17,140807.1
Coos,7/1/2017,Edible/Tincture,8.68,52396.54
Coos,7/1/2017,Other,2.17,11405.13
Coos,7/1/2017,Usable MJ,65.98,428628.31
Coos,7/1/2018,Concentrate/Extract,29.98,242984.62
Coos,7/1/2018,Edible/Tincture,9.9,84429.6
Coos,7/1/2018,Industrial Hemp Commodity/Product,0.51,4730.48
Coos,7/1/2018,Other,5.29,43679.7
Coos,7/1/2018,Usable MJ,54.32,478521.12
Coos,7/1/2019,Concentrate/Extract,25.64,292217.82
Coos,7/1/2019,Edible/Tincture,8.03,96400.81
Coos,7/1/2019,Industrial Hemp Commodity/Product,1.49,18464.83
Coos,7/1/2019,Other,10.14,119212.22
Coos,7/1/2019,Usable MJ,54.7,561879.69
Coos,7/1/2020,Concentrate/Extract,25.71,432211.24
Coos,7/1/2020,Edible/Tincture,8.54,146319.48
Coos,7/1/2020,Industrial Hemp,0,12.51
Coos,7/1/2020,Industrial Hemp Commodity/Product,0.84,14952.88
Coos,7/1/2020,Other,5.96,99545.76
Coos,7/1/2020,Usable MJ,58.95,832052.67
Coos,7/1/2021,Concentrate/Extract,24.95,424404.41
Coos,7/1/2021,Edible/Tincture,10.37,182400.17
Coos,7/1/2021,Industrial Hemp,0,18.26
Coos,7/1/2021,Industrial Hemp Commodity/Product,0.9,15536.27
Coos,7/1/2021,Inhalable Product with Non-Cannabis Additives,3.37,60642.63
Coos,7/1/2021,Other,4.56,80975.45
Coos,7/1/2021,Usable MJ,55.85,776756.83
Coos,8/1/2017,Concentrate/Extract,21.89,141783.06
Coos,8/1/2017,Edible/Tincture,9.18,58705.62
Coos,8/1/2017,Other,1.44,9830.38
Coos,8/1/2017,Usable MJ,67.49,464100.89
Coos,8/1/2018,Concentrate/Extract,28.74,261510.75
Coos,8/1/2018,Edible/Tincture,9.1,88561.97
Coos,8/1/2018,Industrial Hemp Commodity/Product,0.56,5441.27
Coos,8/1/2018,Other,7.04,64041.31
Coos,8/1/2018,Usable MJ,54.56,549330.85
Coos,8/1/2019,Concentrate/Extract,25.35,309161.35
Coos,8/1/2019,Edible/Tincture,7.37,93359.16
Coos,8/1/2019,Industrial Hemp Commodity/Product,1.56,20628.61
Coos,8/1/2019,Other,9.59,117999.85
Coos,8/1/2019,Usable MJ,56.14,601308.52
Coos,8/1/2020,Concentrate/Extract,25.44,418561.83
Coos,8/1/2020,Edible/Tincture,8.6,144264.84
Coos,8/1/2020,Industrial Hemp,0,37.53
Coos,8/1/2020,Industrial Hemp Commodity/Product,0.87,14864.06
Coos,8/1/2020,Other,5.67,92264.63
Coos,8/1/2020,Usable MJ,59.42,802065.25
Coos,8/1/2021,Concentrate/Extract,24.45,406538.71
Coos,8/1/2021,Edible/Tincture,11.03,185428.57
Coos,8/1/2021,Industrial Hemp Commodity/Product,0.87,14980.44
Coos,8/1/2021,Inhalable Product with Non-Cannabis Additives,3.75,64643.98
Coos,8/1/2021,Other,4.65,80002.65
Coos,8/1/2021,Usable MJ,55.24,732675.45
Coos,9/1/2017,Concentrate/Extract,23.21,152331.65
Coos,9/1/2017,Edible/Tincture,8.53,54292.41
Coos,9/1/2017,Other,1.47,10325.06
Coos,9/1/2017,Usable MJ,66.78,468255.82
Coos,9/1/2018,Concentrate/Extract,27.44,239096.14
Coos,9/1/2018,Edible/Tincture,9.38,84899.77
Coos,9/1/2018,Industrial Hemp Commodity/Product,0.57,5518.39
Coos,9/1/2018,Other,8.61,77583.85
Coos,9/1/2018,Usable MJ,53.99,510024.68
Coos,9/1/2019,Concentrate/Extract,24.14,269127.86
Coos,9/1/2019,Edible/Tincture,7.66,89676.2
Coos,9/1/2019,Industrial Hemp Commodity/Product,1.36,15982.39
Coos,9/1/2019,Other,8.48,94845.57
Coos,9/1/2019,Usable MJ,58.36,559681.78
Coos,9/1/2020,Concentrate/Extract,25.84,401000.1
Coos,9/1/2020,Edible/Tincture,8.91,141359
Coos,9/1/2020,Industrial Hemp,0,39.2
Coos,9/1/2020,Industrial Hemp Commodity/Product,0.85,13853.96
Coos,9/1/2020,Other,5.94,92378.44
Coos,9/1/2020,Usable MJ,58.45,749782.75
Coos,9/1/2021,Concentrate/Extract,24.66,383791.2
Coos,9/1/2021,Edible/Tincture,10.66,170364.55
Coos,9/1/2021,Industrial Hemp,0,1.4
Coos,9/1/2021,Industrial Hemp Commodity/Product,0.84,13566.3
Coos,9/1/2021,Inhalable Product with Non-Cannabis Additives,3.8,62489.24
Coos,9/1/2021,Other,5.15,82024.32
Coos,9/1/2021,Usable MJ,54.9,696316.12
Curry,10/1/2017,Concentrate/Extract,29.29,150042.4
Curry,10/1/2017,Edible/Tincture,8.2,43470.26
Curry,10/1/2017,Other,1.65,9246.53
Curry,10/1/2017,Usable MJ,60.86,343043.1
Curry,10/1/2018,Concentrate/Extract,24.57,147206.3
Curry,10/1/2018,Edible/Tincture,9.32,61941.12
Curry,10/1/2018,Industrial Hemp Commodity/Product,2.3,15867.06
Curry,10/1/2018,Other,14.26,98295.25
Curry,10/1/2018,Usable MJ,49.55,333258.7
Curry,10/1/2019,Concentrate/Extract,16.68,94981.88
Curry,10/1/2019,Edible/Tincture,8.11,49388.83
Curry,10/1/2019,Industrial Hemp Commodity/Product,4.37,27463.44
Curry,10/1/2019,Other,6.66,42465.24
Curry,10/1/2019,Usable MJ,64.18,342807.56
Curry,10/1/2020,Concentrate/Extract,25.96,282153.77
Curry,10/1/2020,Edible/Tincture,10.13,111153.45
Curry,10/1/2020,Industrial Hemp Commodity/Product,1.89,21103.64
Curry,10/1/2020,Other,6.24,68681.98
Curry,10/1/2020,Usable MJ,55.78,511375.63
Curry,10/1/2021,Concentrate/Extract,25.21,218192.14
Curry,10/1/2021,Edible/Tincture,13.26,116477.75
Curry,10/1/2021,Industrial Hemp Commodity/Product,1.9,17153.41
Curry,10/1/2021,Inhalable Product with Non-Cannabis Additives,3.02,27415.89
Curry,10/1/2021,Other,2.71,24142.77
Curry,10/1/2021,Usable MJ,53.89,378665.16
Curry,11/1/2016,Usable MJ,100,3074
Curry,11/1/2017,Concentrate/Extract,30.75,140506.46
Curry,11/1/2017,Edible/Tincture,8.38,41525.43
Curry,11/1/2017,Other,2.21,10832.77
Curry,11/1/2017,Usable MJ,58.65,308495.93
Curry,11/1/2018,Concentrate/Extract,26.35,148548.97
Curry,11/1/2018,Edible/Tincture,9.21,56862.97
Curry,11/1/2018,Industrial Hemp Commodity/Product,2.6,17288.51
Curry,11/1/2018,Other,12.77,83654.72
Curry,11/1/2018,Usable MJ,49.07,313386.51
Curry,11/1/2019,Concentrate/Extract,19.65,99044.15
Curry,11/1/2019,Edible/Tincture,8.39,44913.59
Curry,11/1/2019,Industrial Hemp Commodity/Product,3.73,20789.29
Curry,11/1/2019,Other,4.72,26287.3
Curry,11/1/2019,Usable MJ,63.52,301346.25
Curry,11/1/2020,Concentrate/Extract,26,245864.47
Curry,11/1/2020,Edible/Tincture,10.76,102486.82
Curry,11/1/2020,Industrial Hemp Commodity/Product,1.96,19107.59
Curry,11/1/2020,Other,6.94,65923.11
Curry,11/1/2020,Usable MJ,54.34,430177.84
Curry,11/1/2021,Concentrate/Extract,25.55,193230.92
Curry,11/1/2021,Edible/Tincture,13.19,103477.25
Curry,11/1/2021,Industrial Hemp Commodity/Product,1.65,13218.29
Curry,11/1/2021,Inhalable Product with Non-Cannabis Additives,3.96,31633.96
Curry,11/1/2021,Other,2.65,20812.59
Curry,11/1/2021,Usable MJ,52.99,326739.29
Curry,1/1/2017,Concentrate/Extract,23.1,60081.04
Curry,1/1/2017,Edible/Tincture,7.31,18578.8
Curry,1/1/2017,Other,2.87,9111.5
Curry,1/1/2017,Usable MJ,66.72,204005.22
Curry,1/1/2018,Concentrate/Extract,33.39,155047.98
Curry,1/1/2018,Edible/Tincture,8.1,36848.87
Curry,1/1/2018,Other,2.15,10207.46
Curry,1/1/2018,Usable MJ,56.36,279958.38
Curry,1/1/2019,Concentrate/Extract,29.24,172938.42
Curry,1/1/2019,Edible/Tincture,8.56,54437.04
Curry,1/1/2019,Industrial Hemp Commodity/Product,3.27,21734.16
Curry,1/1/2019,Other,9.84,64243.08
Curry,1/1/2019,Usable MJ,49.09,315706.63
Curry,1/1/2020,Concentrate/Extract,26.7,178691.75
Curry,1/1/2020,Edible/Tincture,8.61,57772.1
Curry,1/1/2020,Industrial Hemp Commodity/Product,2.71,19304.44
Curry,1/1/2020,Other,6.17,43332.34
Curry,1/1/2020,Usable MJ,55.81,338002.08
Curry,1/1/2021,Concentrate/Extract,27.83,275340.62
Curry,1/1/2021,Edible/Tincture,10.16,99342.52
Curry,1/1/2021,Industrial Hemp Commodity/Product,2.1,21482.64
Curry,1/1/2021,Other,5.38,53852.16
Curry,1/1/2021,Usable MJ,54.53,462692.98
Curry,1/1/2022,Concentrate/Extract,25.44,189998.37
Curry,1/1/2022,Edible/Tincture,13.3,102812.79
Curry,1/1/2022,Industrial Hemp Commodity/Product,1.91,14906.47
Curry,1/1/2022,Inhalable Product with Non-Cannabis Additives,3.68,28787.9
Curry,1/1/2022,Other,2.3,17599.61
Curry,1/1/2022,Usable MJ,53.37,326327.75
Curry,12/1/2016,Concentrate/Extract,25,9367.72
Curry,12/1/2016,Edible/Tincture,6.73,1662.64
Curry,12/1/2016,Other,4.3,1568.16
Curry,12/1/2016,Usable MJ,63.97,25740.21
Curry,12/1/2017,Concentrate/Extract,32.76,165166.29
Curry,12/1/2017,Edible/Tincture,8.78,44165.76
Curry,12/1/2017,Other,2.47,12928.52
Curry,12/1/2017,Usable MJ,56,308958.15
Curry,12/1/2018,Concentrate/Extract,26.56,164118.18
Curry,12/1/2018,Edible/Tincture,8.78,56214.78
Curry,12/1/2018,Industrial Hemp Commodity/Product,2.9,19738.16
Curry,12/1/2018,Other,11.98,80706.5
Curry,12/1/2018,Usable MJ,49.78,326909.35
Curry,12/1/2019,Concentrate/Extract,23.02,138373.78
Curry,12/1/2019,Edible/Tincture,8.7,52241.32
Curry,12/1/2019,Industrial Hemp Commodity/Product,3.2,20189.64
Curry,12/1/2019,Other,5.63,35893.07
Curry,12/1/2019,Usable MJ,59.46,323632.47
Curry,12/1/2020,Concentrate/Extract,27.4,259442.32
Curry,12/1/2020,Edible/Tincture,10.58,100425.29
Curry,12/1/2020,Industrial Hemp Commodity/Product,1.74,17008.46
Curry,12/1/2020,Other,5.26,50440.51
Curry,12/1/2020,Usable MJ,55.02,442407.33
Curry,12/1/2021,Concentrate/Extract,25.92,203083.9
Curry,12/1/2021,Edible/Tincture,13.58,109616.15
Curry,12/1/2021,Industrial Hemp Commodity/Product,1.81,15040.69
Curry,12/1/2021,Inhalable Product with Non-Cannabis Additives,3.82,31507.55
Curry,12/1/2021,Other,2.67,21835.92
Curry,12/1/2021,Usable MJ,52.19,335836.16
Curry,2/1/2017,Concentrate/Extract,23.02,70488.45
Curry,2/1/2017,Edible/Tincture,6.88,17825.84
Curry,2/1/2017,Other,2.44,8375.96
Curry,2/1/2017,Usable MJ,67.66,229886.95
Curry,2/1/2018,Concentrate/Extract,34.5,176342.57
Curry,2/1/2018,Edible/Tincture,8.69,43246.02
Curry,2/1/2018,Other,3.23,17170.93
Curry,2/1/2018,Usable MJ,53.58,289042.22
Curry,2/1/2019,Concentrate/Extract,28.35,174176.19
Curry,2/1/2019,Edible/Tincture,7.48,48862.51
Curry,2/1/2019,Industrial Hemp Commodity/Product,2.94,19852.22
Curry,2/1/2019,Other,11.84,80299.38
Curry,2/1/2019,Usable MJ,49.39,327147.25
Curry,2/1/2020,Concentrate/Extract,25.94,186535.24
Curry,2/1/2020,Edible/Tincture,9.04,63185.11
Curry,2/1/2020,Industrial Hemp Commodity/Product,2.76,20319.93
Curry,2/1/2020,Other,6.05,44717.54
Curry,2/1/2020,Usable MJ,56.22,345864.12
Curry,2/1/2021,Concentrate/Extract,26.44,239487.33
Curry,2/1/2021,Edible/Tincture,10.74,98500.15
Curry,2/1/2021,Industrial Hemp Commodity/Product,1.57,14516.58
Curry,2/1/2021,Other,5.26,48228.01
Curry,2/1/2021,Usable MJ,55.99,429295.35
Curry,2/1/2022,Concentrate/Extract,24.9,185134.47
Curry,2/1/2022,Edible/Tincture,13.7,103501.55
Curry,2/1/2022,Industrial Hemp Commodity/Product,1.83,14022.03
Curry,2/1/2022,Inhalable Product with Non-Cannabis Additives,3.98,30844.13
Curry,2/1/2022,Other,2.58,19775.44
Curry,2/1/2022,Usable MJ,53.01,315053.9
Curry,3/1/2017,Concentrate/Extract,24.91,96511.75
Curry,3/1/2017,Edible/Tincture,8.08,30575.56
Curry,3/1/2017,Other,1.83,7795.65
Curry,3/1/2017,Usable MJ,65.18,295034.25
Curry,3/1/2018,Concentrate/Extract,35.24,224486.74
Curry,3/1/2018,Edible/Tincture,8.41,51422.16
Curry,3/1/2018,Industrial Hemp Commodity/Product,0.61,4314.51
Curry,3/1/2018,Other,3.5,21998.87
Curry,3/1/2018,Usable MJ,52.24,344235.02
Curry,3/1/2019,Concentrate/Extract,27.34,202107.69
Curry,3/1/2019,Edible/Tincture,7.79,62196.47
Curry,3/1/2019,Industrial Hemp Commodity/Product,3.25,26667.8
Curry,3/1/2019,Other,12.77,104771.5
Curry,3/1/2019,Usable MJ,48.85,390274.28
Curry,3/1/2020,Concentrate/Extract,25.87,228825.66
Curry,3/1/2020,Edible/Tincture,8.82,75914.05
Curry,3/1/2020,Industrial Hemp Commodity/Product,2.62,23592.26
Curry,3/1/2020,Other,6.81,60531.98
Curry,3/1/2020,Usable MJ,55.88,425020.7
Curry,3/1/2021,Concentrate/Extract,26.75,311507.74
Curry,3/1/2021,Edible/Tincture,10.68,125611.33
Curry,3/1/2021,Industrial Hemp Commodity/Product,1.91,22505.94
Curry,3/1/2021,Other,5.97,70888.16
Curry,3/1/2021,Usable MJ,54.68,530945.99
Curry,3/1/2022,Concentrate/Extract,25.37,224468.58
Curry,3/1/2022,Edible/Tincture,13.04,118258.4
Curry,3/1/2022,Industrial Hemp Commodity/Product,1.75,16067.22
Curry,3/1/2022,Inhalable Product with Non-Cannabis Additives,3.62,32877.2
Curry,3/1/2022,Other,3.19,28997.29
Curry,3/1/2022,Usable MJ,53.03,377125.44
Curry,4/1/2017,Concentrate/Extract,24.5,97430.1
Curry,4/1/2017,Edible/Tincture,7.97,29117.33
Curry,4/1/2017,Other,2.56,10495.5
Curry,4/1/2017,Usable MJ,64.97,289453.25
Curry,4/1/2018,Concentrate/Extract,34.56,200494.06
Curry,4/1/2018,Edible/Tincture,8.52,49639.1
Curry,4/1/2018,Industrial Hemp Commodity/Product,1.58,10332.89
Curry,4/1/2018,Other,4.44,27035.27
Curry,4/1/2018,Usable MJ,50.9,326347.02
Curry,4/1/2019,Concentrate/Extract,27.84,206756.99
Curry,4/1/2019,Edible/Tincture,7.81,61716.07
Curry,4/1/2019,Industrial Hemp Commodity/Product,3.34,27582.81
Curry,4/1/2019,Other,11.72,94326.12
Curry,4/1/2019,Usable MJ,49.28,356366.98
Curry,4/1/2020,Concentrate/Extract,25.3,254601.7
Curry,4/1/2020,Edible/Tincture,8.6,86464.88
Curry,4/1/2020,Industrial Hemp Commodity/Product,1.98,20555.31
Curry,4/1/2020,Other,7.8,80170.22
Curry,4/1/2020,Usable MJ,56.32,498543.76
Curry,4/1/2021,Concentrate/Extract,25.07,296143.56
Curry,4/1/2021,Edible/Tincture,10.61,127979.38
Curry,4/1/2021,Industrial Hemp Commodity/Product,1.8,21792.14
Curry,4/1/2021,Inhalable Product with Non-Cannabis Additives,2.04,24977.74
Curry,4/1/2021,Other,4.31,51259.53
Curry,4/1/2021,Usable MJ,56.17,551370.26
Curry,4/1/2022,Concentrate/Extract,24.38,220281.49
Curry,4/1/2022,Edible/Tincture,15.26,141407.68
Curry,4/1/2022,Industrial Hemp Commodity/Product,1.59,14669.48
Curry,4/1/2022,Inhalable Product with Non-Cannabis Additives,4.23,39637.37
Curry,4/1/2022,Other,3.33,30843.58
Curry,4/1/2022,Usable MJ,51.2,378699.64
Curry,5/1/2017,Concentrate/Extract,25.45,119660.23
Curry,5/1/2017,Edible/Tincture,9.21,41974.85
Curry,5/1/2017,Other,2.89,13221.12
Curry,5/1/2017,Usable MJ,62.45,312581.24
Curry,5/1/2018,Concentrate/Extract,33.33,208982.79
Curry,5/1/2018,Edible/Tincture,8.98,59345.8
Curry,5/1/2018,Industrial Hemp Commodity/Product,2.16,15401.56
Curry,5/1/2018,Other,5.55,35714.08
Curry,5/1/2018,Usable MJ,49.98,342004.79
Curry,5/1/2019,Concentrate/Extract,22.46,149746.16
Curry,5/1/2019,Edible/Tincture,7.94,57276.84
Curry,5/1/2019,Industrial Hemp Commodity/Product,3.92,29098.2
Curry,5/1/2019,Other,11.1,82326.03
Curry,5/1/2019,Usable MJ,54.57,345039.2
Curry,5/1/2020,Concentrate/Extract,24.71,299680.23
Curry,5/1/2020,Edible/Tincture,9.13,111895.83
Curry,5/1/2020,Industrial Hemp Commodity/Product,2.14,26869.22
Curry,5/1/2020,Other,7.33,90514.34
Curry,5/1/2020,Usable MJ,56.69,597734.72
Curry,5/1/2021,Concentrate/Extract,24.2,264494.49
Curry,5/1/2021,Edible/Tincture,11.39,125824.73
Curry,5/1/2021,Industrial Hemp Commodity/Product,1.82,20640.41
Curry,5/1/2021,Inhalable Product with Non-Cannabis Additives,2.76,31186.52
Curry,5/1/2021,Other,3.75,41506.3
Curry,5/1/2021,Usable MJ,56.08,507403.62
Curry,6/1/2017,Concentrate/Extract,25.6,134257.07
Curry,6/1/2017,Edible/Tincture,9.86,52419.73
Curry,6/1/2017,Other,2.52,13678.67
Curry,6/1/2017,Usable MJ,62.02,343139.57
Curry,6/1/2018,Concentrate/Extract,32.21,215523.26
Curry,6/1/2018,Edible/Tincture,9.62,68928.24
Curry,6/1/2018,Industrial Hemp Commodity/Product,2.21,16776.83
Curry,6/1/2018,Other,4.63,31923.26
Curry,6/1/2018,Usable MJ,51.34,371123.7
Curry,6/1/2019,Concentrate/Extract,22.78,159366.41
Curry,6/1/2019,Edible/Tincture,7.49,55752.11
Curry,6/1/2019,Industrial Hemp Commodity/Product,3.94,30699.98
Curry,6/1/2019,Other,10.42,80050.05
Curry,6/1/2019,Usable MJ,55.36,369572.93
Curry,6/1/2020,Concentrate/Extract,25.18,294485.58
Curry,6/1/2020,Edible/Tincture,9.8,115956.18
Curry,6/1/2020,Industrial Hemp Commodity/Product,2.25,27531.4
Curry,6/1/2020,Other,5.88,70778.87
Curry,6/1/2020,Usable MJ,56.89,571480.57
Curry,6/1/2021,Concentrate/Extract,23.95,261515.62
Curry,6/1/2021,Edible/Tincture,11.63,128061.96
Curry,6/1/2021,Industrial Hemp Commodity/Product,1.79,20451.48
Curry,6/1/2021,Inhalable Product with Non-Cannabis Additives,3.31,37390.79
Curry,6/1/2021,Other,3.53,38956.27
Curry,6/1/2021,Usable MJ,55.79,503213.98
Curry,7/1/2017,Concentrate/Extract,25.57,160232.66
Curry,7/1/2017,Edible/Tincture,10.78,68561.87
Curry,7/1/2017,Other,2.03,12610.32
Curry,7/1/2017,Usable MJ,61.61,408301.08
Curry,7/1/2018,Concentrate/Extract,32.21,251981.29
Curry,7/1/2018,Edible/Tincture,10.23,86237.74
Curry,7/1/2018,Industrial Hemp Commodity/Product,2.81,25178.25
Curry,7/1/2018,Other,4.82,41455.24
Curry,7/1/2018,Usable MJ,49.93,427597.78
Curry,7/1/2019,Concentrate/Extract,19.51,145081.85
Curry,7/1/2019,Edible/Tincture,7.85,64442.67
Curry,7/1/2019,Industrial Hemp Commodity/Product,4.54,38341.34
Curry,7/1/2019,Other,9.77,81473.65
Curry,7/1/2019,Usable MJ,58.34,420531.43
Curry,7/1/2020,Concentrate/Extract,25.79,337372.98
Curry,7/1/2020,Edible/Tincture,9.65,125360
Curry,7/1/2020,Industrial Hemp Commodity/Product,2.24,30690.2
Curry,7/1/2020,Other,4.56,61019.49
